CE7	alt.support.divorce_20050113.2451-CE1
Q8	alt.support.divorce_20050113.2451-T8
Q9	alt.support.divorce_20050113.2451-T9
Q10	alt.support.divorce_20050113.2451-T10
Q11	alt.support.divorce_20050113.2451-T11
Q12	alt.support.divorce_20050113.2451-T12
Q13	alt.support.divorce_20050113.2451-T13
Q14	alt.support.divorce_20050113.2451-T14
Q15	alt.support.divorce_20050113.2451-T15
Q16	alt.support.divorce_20050113.2451-T16
Q17	alt.support.divorce_20050113.2451-T17
Q20	alt.support.divorce_20050113.2451-T18
Q21	alt.support.divorce_20050113.2451-T19
Q22	alt.support.divorce_20050113.2451-T20
