CE21	HEALINGIRAQ_20041108.1942.05-CE1
V21	HEALINGIRAQ_20041108.1942.05-EV21
V22	HEALINGIRAQ_20041108.1942.05-EV22
VM1	HEALINGIRAQ_20041108.1942.05-EV1-1
VM2	HEALINGIRAQ_20041108.1942.05-EV2-1
VM4	HEALINGIRAQ_20041108.1942.05-EV3-1
VM5	HEALINGIRAQ_20041108.1942.05-EV4-1
VM3	HEALINGIRAQ_20041108.1942.05-EV5-1
VM6	HEALINGIRAQ_20041108.1942.05-EV6-1
VM7	HEALINGIRAQ_20041108.1942.05-EV7-1
VM8	HEALINGIRAQ_20041108.1942.05-EV6-2
VM9	HEALINGIRAQ_20041108.1942.05-EV8-1
VM10	HEALINGIRAQ_20041108.1942.05-EV9-1
VM11	HEALINGIRAQ_20041108.1942.05-EV10-1
VM12	HEALINGIRAQ_20041108.1942.05-EV11-1
VM13	HEALINGIRAQ_20041108.1942.05-EV12-1
VM14	HEALINGIRAQ_20041108.1942.05-EV13-1
VM15	HEALINGIRAQ_20041108.1942.05-EV14-1
VM16	HEALINGIRAQ_20041108.1942.05-EV15-1
VM17	HEALINGIRAQ_20041108.1942.05-EV16-1
VM18	HEALINGIRAQ_20041108.1942.05-EV17-1
VM19	HEALINGIRAQ_20041108.1942.05-EV18-1
VM20	HEALINGIRAQ_20041108.1942.05-EV19-1
VM21	HEALINGIRAQ_20041108.1942.05-EV20-1
VM22	HEALINGIRAQ_20041108.1942.05-EV21-1
VM23	HEALINGIRAQ_20041108.1942.05-EV22-1
Q1	HEALINGIRAQ_20041108.1942.05-T1
Q2	HEALINGIRAQ_20041108.1942.05-T2
Q3	HEALINGIRAQ_20041108.1942.05-T3
Q4	HEALINGIRAQ_20041108.1942.05-T4
Q5	HEALINGIRAQ_20041108.1942.05-T5
Q6	HEALINGIRAQ_20041108.1942.05-T6
Q7	HEALINGIRAQ_20041108.1942.05-T7
Q8	HEALINGIRAQ_20041108.1942.05-T8
Q9	HEALINGIRAQ_20041108.1942.05-T9
Q10	HEALINGIRAQ_20041108.1942.05-T10
Q11	HEALINGIRAQ_20041108.1942.05-T11
Q14	HEALINGIRAQ_20041108.1942.05-V1
Q16	HEALINGIRAQ_20041108.1942.05-V2
Q15	HEALINGIRAQ_20041108.1942.05-T12
Q17	HEALINGIRAQ_20041108.1942.05-T13
Q18	HEALINGIRAQ_20041108.1942.05-T14
Q19	HEALINGIRAQ_20041108.1942.05-V3
Q20	HEALINGIRAQ_20041108.1942.05-T15
Q21	HEALINGIRAQ_20041108.1942.05-T16
Q22	HEALINGIRAQ_20041108.1942.05-T17
Q23	HEALINGIRAQ_20041108.1942.05-T18
Q13	HEALINGIRAQ_20041108.1942.05-T19
Q12	HEALINGIRAQ_20041108.1942.05-T20
QM14	HEALINGIRAQ_20041108.1942.05-V1-1
QM16	HEALINGIRAQ_20041108.1942.05-V2-1
QM19	HEALINGIRAQ_20041108.1942.05-V3-1
