CE8	alt.support.divorce_20050113.2451-CE1
Q3	alt.support.divorce_20050113.2451-T4
Q4	alt.support.divorce_20050113.2451-T5
Q9	alt.support.divorce_20050113.2451-T6
Q12	alt.support.divorce_20050113.2451-T7
Q13	alt.support.divorce_20050113.2451-T8
Q15	alt.support.divorce_20050113.2451-T9
Q17	alt.support.divorce_20050113.2451-T10
Q18	alt.support.divorce_20050113.2451-T11
Q53	alt.support.divorce_20050113.2451-T12
Q6	alt.support.divorce_20050113.2451-T13
Q7	alt.support.divorce_20050113.2451-T14
Q8	alt.support.divorce_20050113.2451-T15
Q10	alt.support.divorce_20050113.2451-T16
Q11	alt.support.divorce_20050113.2451-T17
Q14	alt.support.divorce_20050113.2451-T18
Q16	alt.support.divorce_20050113.2451-T19
Q19	alt.support.divorce_20050113.2451-T20
Q54	alt.support.divorce_20050113.2451-T21
Q23	alt.support.divorce_20050113.2451-T22
Q24	alt.support.divorce_20050113.2451-T23
Q25	alt.support.divorce_20050113.2451-T24
Q26	alt.support.divorce_20050113.2451-T25
Q55	alt.support.divorce_20050113.2451-T26
Q29	alt.support.divorce_20050113.2451-T27
Q30	alt.support.divorce_20050113.2451-T28
Q31	alt.support.divorce_20050113.2451-T29
Q35	alt.support.divorce_20050113.2451-T30
Q36	alt.support.divorce_20050113.2451-T31
Q32	alt.support.divorce_20050113.2451-T32
Q37	alt.support.divorce_20050113.2451-T33
Q38	alt.support.divorce_20050113.2451-T34
Q40	alt.support.divorce_20050113.2451-T35
Q41	alt.support.divorce_20050113.2451-T36
Q42	alt.support.divorce_20050113.2451-T37
Q43	alt.support.divorce_20050113.2451-T38
Q44	alt.support.divorce_20050113.2451-T39
Q45	alt.support.divorce_20050113.2451-T40
Q46	alt.support.divorce_20050113.2451-T41
Q47	alt.support.divorce_20050113.2451-T42
Q48	alt.support.divorce_20050113.2451-T43
Q49	alt.support.divorce_20050113.2451-T44
Q50	alt.support.divorce_20050113.2451-T45
Q51	alt.support.divorce_20050113.2451-T46
Q52	alt.support.divorce_20050113.2451-T47
