CE5	alt.support.divorce_20050113.2451-CE1
Q24	alt.support.divorce_20050113.2451-T23
Q27	alt.support.divorce_20050113.2451-T24
Q28	alt.support.divorce_20050113.2451-T25
Q30	alt.support.divorce_20050113.2451-T26
Q31	alt.support.divorce_20050113.2451-T27
Q32	alt.support.divorce_20050113.2451-T28
Q33	alt.support.divorce_20050113.2451-T29
Q34	alt.support.divorce_20050113.2451-T30
Q35	alt.support.divorce_20050113.2451-T31
Q36	alt.support.divorce_20050113.2451-T32
Q37	alt.support.divorce_20050113.2451-T33
Q38	alt.support.divorce_20050113.2451-T34
Q39	alt.support.divorce_20050113.2451-T35
Q40	alt.support.divorce_20050113.2451-T36
Q41	alt.support.divorce_20050113.2451-T37
Q44	alt.support.divorce_20050113.2451-T38
Q45	alt.support.divorce_20050113.2451-T39
Q46	alt.support.divorce_20050113.2451-T40
Q47	alt.support.divorce_20050113.2451-T41
Q48	alt.support.divorce_20050113.2451-T42
Q49	alt.support.divorce_20050113.2451-T43
Q50	alt.support.divorce_20050113.2451-T44
Q51	alt.support.divorce_20050113.2451-T45
Q52	alt.support.divorce_20050113.2451-T46
Q53	alt.support.divorce_20050113.2451-T47
Q54	alt.support.divorce_20050113.2451-T48
Q55	alt.support.divorce_20050113.2451-T49
Q56	alt.support.divorce_20050113.2451-T50
Q57	alt.support.divorce_20050113.2451-T51
Q58	alt.support.divorce_20050113.2451-T52
Q59	alt.support.divorce_20050113.2451-T53
