CE11	rec.travel.europe_20050101.1800-CE1
Q38	rec.travel.europe_20050101.1800-V11
Q39	rec.travel.europe_20050101.1800-V12
Q40	rec.travel.europe_20050101.1800-T25
QM7	rec.travel.europe_20050101.1800-V1-1
QM8	rec.travel.europe_20050101.1800-V2-1
QM10	rec.travel.europe_20050101.1800-V3-1
QM16	rec.travel.europe_20050101.1800-V4-1
QM17	rec.travel.europe_20050101.1800-V5-1
QM18	rec.travel.europe_20050101.1800-V6-1
QM30	rec.travel.europe_20050101.1800-V7-1
QM31	rec.travel.europe_20050101.1800-V8-1
QM35	rec.travel.europe_20050101.1800-V9-1
QM36	rec.travel.europe_20050101.1800-V10-1
QM38	rec.travel.europe_20050101.1800-V11-1
QM39	rec.travel.europe_20050101.1800-V12-1
